,cyclone_name,cyclone_id,sar_time,file,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split
64,EMILIA,ep052024,2024-08-05 13:28:53,rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,3.0,68000.0,23.21166141007847,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052024/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052024/IRWIN/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
65,EMILIA,ep052024,2024-08-06 13:36:46,rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,60000.0,37.90925555401701,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052024/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052024/IRWIN/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-______ll_gd_GEO-IRWIN.nc,0.0005098789037603,train
66,FRANKLIN,al082023,2023-08-25 10:29:29,rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.0,15000.0,18.397653568407,24,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
67,FRANKLIN,al082023,2023-08-26 10:21:24,s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,25000.0,31.20276006015208,32,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_ll_gd_GEO-IRWIN.nc,0.0,train
68,FRANKLIN,al082023,2023-08-29 22:48:13,rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.3,36000.0,51.44283333333333,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
70,FRANKLIN,al082023,2023-08-28 22:39:27,s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,12000.0,59.95870740740741,66,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB_ll_gd_GEO-IRWIN.nc,0.135755258126195,train
71,FRANKLIN,al082023,2023-08-24 22:37:32,rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,3.4,179000.0,28.58386971030676,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
72,FRANKLIN,al082023,2023-08-23 23:00:25,rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,3.45,20000.0,16.067615370907284,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-______ll_gd_GEO-IRWIN.nc,0.4819630337794773,train
77,FRANKLIN,al082023,2023-08-22 10:39:14,rcm1-sclnb-owi-cm-20230822t103914-20230822t104029-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.9,18000.0,20.944393755118423,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm1-sclnb-owi-cm-20230822t103914-20230822t104029-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm1-sclnb-owi-cm-20230822t103914-20230822t104029-00003-______ll_gd_GEO-IRWIN.nc,0.1706819630337794,train
78,FRANKLIN,al082023,2023-08-30 22:24:41,rcm1-sclnd-owi-cm-20230830t222441-20230830t222556-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,37000.0,44.80618518518518,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/rcm1-sclnd-owi-cm-20230830t222441-20230830t222556-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/rcm1-sclnd-owi-cm-20230830t222441-20230830t222556-00003-______ll_gd_GEO-IRWIN.nc,0.1318036966220522,train
79,FRANKLIN,al082023,2023-08-29 10:44:13,s1a-ew-owi-cm-20230829t104413-20230829t104516-000003-060704_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,21000.0,43.50187037037037,60,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al082023/s1a-ew-owi-cm-20230829t104413-20230829t104516-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al082023/IRWIN/s1a-ew-owi-cm-20230829t104413-20230829t104516-000003-060704_ll_gd_GEO-IRWIN.nc,0.0,train
80,CHOI-WAN,wp042021,2021-06-03 10:13:25,rcm2-sc50ma-owi-cm-20210603t101325-20210603t101821-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.5,23000.0,32.220264280475114,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp042021/rcm2-sc50ma-owi-cm-20210603t101325-20210603t101821-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp042021/IRWIN/rcm2-sc50ma-owi-cm-20210603t101325-20210603t101821-00003-______ll_gd_GEO-IRWIN.nc,0.304397705544933,val
81,KRISTY,ep122024,2024-10-26 14:16:19,rcm3-sclnd-owi-cm-20241026t141619-20241026t141735-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,40000.0,40.69351851843051,34,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm3-sclnd-owi-cm-20241026t141619-20241026t141735-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm3-sclnd-owi-cm-20241026t141619-20241026t141735-00003-______ll_gd_GEO-IRWIN.nc,0.2721478648820905,train
82,KRISTY,ep122024,2024-10-23 01:23:55,rcm1-sc50mb-owi-cm-20241023t012355-20241023t012513-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,19000.0,41.615703703691,38,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm1-sc50mb-owi-cm-20241023t012355-20241023t012513-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm1-sc50mb-owi-cm-20241023t012355-20241023t012513-00003-______ll_gd_GEO-IRWIN.nc,0.0223072020395156,train
83,KRISTY,ep122024,2024-10-25 14:09:06,rcm3-sclnc-owi-cm-20241025t140906-20241025t141023-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,48.343651851851845,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm3-sclnc-owi-cm-20241025t140906-20241025t141023-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm3-sclnc-owi-cm-20241025t140906-20241025t141023-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
84,KRISTY,ep122024,2024-10-27 14:23:24,rcm3-sclnd-owi-cm-20241027t142324-20241027t142441-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.3,80000.0,16.569190755750963,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm3-sclnd-owi-cm-20241027t142324-20241027t142441-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm3-sclnd-owi-cm-20241027t142324-20241027t142441-00003-______ll_gd_GEO-IRWIN.nc,0.0894837476099426,train
85,KRISTY,ep122024,2024-10-23 13:20:45,rcm1-sc50mb-owi-cm-20241023t132045-20241023t132202-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,15000.0,47.74532592592592,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm1-sc50mb-owi-cm-20241023t132045-20241023t132202-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm1-sc50mb-owi-cm-20241023t132045-20241023t132202-00003-______ll_gd_GEO-IRWIN.nc,0.137157425111536,train
86,KRISTY,ep122024,2024-10-24 14:01:17,rcm3-sclna-owi-cm-20241024t140117-20241024t140232-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.1,15000.0,68.49960000000002,69,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm3-sclna-owi-cm-20241024t140117-20241024t140232-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm3-sclna-owi-cm-20241024t140117-20241024t140232-00003-______ll_gd_GEO-IRWIN.nc,0.4590184831102613,train
87,KRISTY,ep122024,2024-10-25 02:12:49,rcm3-sclna-owi-cm-20241025t021249-20241025t021404-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,14000.0,59.03937037037037,70,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/rcm3-sclna-owi-cm-20241025t021249-20241025t021404-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/rcm3-sclna-owi-cm-20241025t021249-20241025t021404-00003-______ll_gd_GEO-IRWIN.nc,0.0967495219885277,train
89,KRISTY,ep122024,2024-10-25 02:17:34,s1a-ew-owi-cm-20241025t021734-20241025t021838-000003-06E34A_ll_gd_GEO-IRWIN.nc,exact_contains,1.4,12000.0,52.83089629629631,70,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep122024/s1a-ew-owi-cm-20241025t021734-20241025t021838-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep122024/IRWIN/s1a-ew-owi-cm-20241025t021734-20241025t021838-000003-06E34A_ll_gd_GEO-IRWIN.nc,0.0,train
90,HAROLD,sh252020,2020-04-06 07:12:35,s1a-iw-owi-cm-20200406t071235-20200406t071509-000003-03B25D_ll_gd_GEO-IRWIN.nc,exact_contains,1.8,10000.0,56.86075555555556,71,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh252020/s1a-iw-owi-cm-20200406t071235-20200406t071509-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh252020/IRWIN/s1a-iw-owi-cm-20200406t071235-20200406t071509-000003-03B25D_ll_gd_GEO-IRWIN.nc,0.3376673040152964,test
91,ZETA,al282020,2020-10-28 12:07:10,rs2-scwa-owi-cm-20201028t120710-20201028t120825-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,30000.0,43.29628148148148,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al282020/rs2-scwa-owi-cm-20201028t120710-20201028t120825-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al282020/IRWIN/rs2-scwa-owi-cm-20201028t120710-20201028t120825-00003-______ll_gd_GEO-IRWIN.nc,0.0,test
93,PABLO,al182019,2019-10-25 08:12:25,s1b-ew-owi-cm-20191025t081225-20191025t081426-000003-023199_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,14000.0,24.48556296296297,22,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al182019/s1b-ew-owi-cm-20191025t081225-20191025t081426-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al182019/IRWIN/s1b-ew-owi-cm-20191025t081225-20191025t081426-000003-023199_ll_gd_GEO-IRWIN.nc,0.0913957934990439,test
94,PABLO,al182019,2019-10-26 08:05:55,s1a-iw-owi-cm-20191026t080555-20191026t080712-000003-035FAD_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,12000.0,33.25014444444445,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al182019/s1a-iw-owi-cm-20191026t080555-20191026t080712-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al182019/IRWIN/s1a-iw-owi-cm-20191026t080555-20191026t080712-000003-035FAD_ll_gd_GEO-IRWIN.nc,0.2753346080305927,test
95,DIANNE,sh282025,2025-03-28 10:23:00,rcm2-sclnd-owi-cm-20250328t102300-20250328t102416-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,2.3,55000.0,29.44813575159843,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh282025/rcm2-sclnd-owi-cm-20250328t102300-20250328t102416-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh282025/IRWIN/rcm2-sclnd-owi-cm-20250328t102300-20250328t102416-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4019120458891013,train
96,al012023,al012023,2023-01-16 22:09:08,s1a-iw-owi-cm-20230116t220908-20230116t221023-000003-059CF8_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,47000.0,37.76437037037038,30,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al012023/s1a-iw-owi-cm-20230116t220908-20230116t221023-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al012023/IRWIN/s1a-iw-owi-cm-20230116t220908-20230116t221023-000003-059CF8_ll_gd_GEO-IRWIN.nc,0.2606755895474825,train
97,BERYL,al022024,2024-07-06 12:06:29,rcm3-sclna-owi-cm-20240706t120629-20240706t120746-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.0,75000.0,22.35982208492372,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclna-owi-cm-20240706t120629-20240706t120746-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclna-owi-cm-20240706t120629-20240706t120746-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
100,BERYL,al022024,2024-06-30 09:12:14,rcm1-sclnd-owi-cm-20240630t091214-20240630t091332-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18000.0,47.11592222222219,48,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm1-sclnd-owi-cm-20240630t091214-20240630t091332-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm1-sclnd-owi-cm-20240630t091214-20240630t091332-00003-______ll_gd_GEO-IRWIN.nc,0.0305927342256214,train
101,BERYL,al022024,2024-07-01 09:52:28,rcm3-sclnb-owi-cm-20240701t095228-20240701t095343-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,55.02283333333333,56,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnb-owi-cm-20240701t095228-20240701t095343-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnb-owi-cm-20240701t095228-20240701t095343-00003-______ll_gd_GEO-IRWIN.nc,0.0163161249203314,train
102,BERYL,al022024,2024-07-04 11:19:21,rcm1-sclnc-owi-cm-20240704t111921-20240704t112014-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.9,15000.0,49.48861481481482,50,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm1-sclnc-owi-cm-20240704t111921-20240704t112014-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm1-sclnc-owi-cm-20240704t111921-20240704t112014-00003-______ll_gd_GEO-IRWIN.nc,0.3177820267686424,train
104,BERYL,al022024,2024-07-07 00:22:28,rcm3-sclnb-owi-cm-20240707t002228-20240707t002343-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.3,66000.0,24.949019585707525,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnb-owi-cm-20240707t002228-20240707t002343-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnb-owi-cm-20240707t002228-20240707t002343-00003-______ll_gd_GEO-IRWIN.nc,0.1080943275971956,train
105,BERYL,al022024,2024-07-03 23:24:14,rcm1-sclnc-owi-cm-20240703t232414-20240703t232529-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,11000.0,54.97895925925927,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm1-sclnc-owi-cm-20240703t232414-20240703t232529-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm1-sclnc-owi-cm-20240703t232414-20240703t232529-00003-______ll_gd_GEO-IRWIN.nc,0.21427660930529,train
106,BERYL,al022024,2024-07-07 12:13:52,rcm3-sclnc-owi-cm-20240707t121352-20240707t121507-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,59000.0,28.85778742637036,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnc-owi-cm-20240707t121352-20240707t121507-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnc-owi-cm-20240707t121352-20240707t121507-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
108,BERYL,al022024,2024-06-30 21:54:35,rcm3-sclnb-owi-cm-20240630t215435-20240630t215552-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,11000.0,56.3232888888889,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnb-owi-cm-20240630t215435-20240630t215552-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnb-owi-cm-20240630t215435-20240630t215552-00003-______ll_gd_GEO-IRWIN.nc,0.0610579987253027,train
109,BERYL,al022024,2024-07-06 00:13:37,rcm3-sclnd-owi-cm-20240706t001337-20240706t001452-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.8,62000.0,22.038735984864967,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnd-owi-cm-20240706t001337-20240706t001452-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnd-owi-cm-20240706t001337-20240706t001452-00003-______ll_gd_GEO-IRWIN.nc,0.3584448693435309,train
110,BERYL,al022024,2024-07-08 00:31:17,rcm3-sclnc-owi-cm-20240708t003117-20240708t003234-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,45000.0,26.971524395132825,31,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022024/rcm3-sclnc-owi-cm-20240708t003117-20240708t003234-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022024/IRWIN/rcm3-sclnc-owi-cm-20240708t003117-20240708t003234-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
112,WIPHA,wp092025,2025-07-18 21:54:31,rcm1-sc50ma-owi-cm-20250718t215431-20250718t215535-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,86000.0,31.975628614177584,25,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092025no_env/rcm1-sc50ma-owi-cm-20250718t215431-20250718t215535-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092025/IRWIN/rcm1-sc50ma-owi-cm-20250718t215431-20250718t215535-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1871255576800509,train
113,MATMO,wp232019,2019-11-09 12:11:37,s1a-iw-owi-cm-20191109t121137-20191109t121321-000003-0366F3_ll_gd_GEO-IRWIN.nc,exact_contains,1.8,18000.0,56.56512592592593,44,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp232019/s1a-iw-owi-cm-20191109t121137-20191109t121321-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp232019/IRWIN/s1a-iw-owi-cm-20191109t121137-20191109t121321-000003-0366F3_ll_gd_GEO-IRWIN.nc,0.4590184831102613,test
114,FENGAL,io042024,2024-11-30 12:55:13,rcm1-sclnd-owi-cm-20241130t125513-20241130t125629-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,38000.0,26.25559043729872,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io042024/rcm1-sclnd-owi-cm-20241130t125513-20241130t125629-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io042024/IRWIN/rcm1-sclnd-owi-cm-20241130t125513-20241130t125629-00003-______ll_gd_GEO-IRWIN.nc,0.1502868068833652,train
115,FENGAL,io042024,2024-11-29 12:47:00,rcm1-sclnb-owi-cm-20241129t124700-20241129t124817-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.65,45000.0,24.258674045957022,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io042024/rcm1-sclnb-owi-cm-20241129t124700-20241129t124817-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io042024/IRWIN/rcm1-sclnb-owi-cm-20241129t124700-20241129t124817-00003-______ll_gd_GEO-IRWIN.nc,0.3436583811344805,train
116,FENGAL,io042024,2024-12-01 00:21:16,rcm2-sclnd-owi-cm-20241201t002116-20241201t002231-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.8,16000.0,28.42923831041084,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io042024/rcm2-sclnd-owi-cm-20241201t002116-20241201t002231-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io042024/IRWIN/rcm2-sclnd-owi-cm-20241201t002116-20241201t002231-00003-______ll_gd_GEO-IRWIN.nc,0.4378585086042065,train
117,JUDE,sh252025,2025-03-13 03:00:10,s1a-iw-owi-cm-20250313t030010-20250313t030215-000003-07341E_ll_gd_GEO-IRWIN.nc,exact_contains,2.8,142000.0,18.519674074074075,19,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh252025/s1a-iw-owi-cm-20250313t030010-20250313t030215-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh252025/IRWIN/s1a-iw-owi-cm-20250313t030010-20250313t030215-000003-07341E_ll_gd_GEO-IRWIN.nc,0.0664117272147864,train
119,DIANE,sh102020,2020-01-24 14:44:15,s1a-ew-owi-cm-20200124t144415-20200124t144720-000003-038D72_ll_gd_GEO-IRWIN.nc,exact_contains,0.3,62000.0,28.115825925925925,19,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh102020/s1a-ew-owi-cm-20200124t144415-20200124t144720-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh102020/IRWIN/s1a-ew-owi-cm-20200124t144415-20200124t144720-000003-038D72_ll_gd_GEO-IRWIN.nc,0.0,test
122,LAURA,al132020,2020-08-25 11:33:34,rs2-scwa-owi-cm-20200825t113334-20200825t113556-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,102000.0,30.34737995004169,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al132020/rs2-scwa-owi-cm-20200825t113334-20200825t113556-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al132020/IRWIN/rs2-scwa-owi-cm-20200825t113334-20200825t113556-00003-______ll_gd_GEO-IRWIN.nc,0.0,test
123,SHAHEEN-GU,io032021,2021-10-03 02:02:13,rcm1-sc50mb-owi-cm-20211003t020213-20211003t020301-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,29000.0,35.4396925849811,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io032021/rcm1-sc50mb-owi-cm-20211003t020213-20211003t020301-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io032021/IRWIN/rcm1-sc50mb-owi-cm-20211003t020213-20211003t020301-00003-______ll_gd_GEO-IRWIN.nc,0.2110898661567877,val
124,SHAHEEN-GU,io032021,2021-10-02 01:54:18,rcm1-sc50ma-owi-cm-20211002t015418-20211002t015522-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,34000.0,32.214633271791435,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io032021/rcm1-sc50ma-owi-cm-20211002t015418-20211002t015522-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io032021/IRWIN/rcm1-sc50ma-owi-cm-20211002t015418-20211002t015522-00003-______ll_gd_GEO-IRWIN.nc,0.3676226896112173,val
